model 1,model 2,model 3,model 1 cutoff,model 2 cutoff,model 3 cutoff, ember, mlsec
initial,adversarial_all,msf_all,0.846,2,2,97,58
initial,adversarial_all,msf_benign,0.846,2,2,97,58
initial,adversarial_all,undetect_all,0.846,2,2,97,58
initial,adversarial_all,undetect_benign,0.846,2,2,97,58
initial,adversarial_all,msf_all,0.862,0.048,2,96,84
initial,adversarial_all,msf_benign,0.862,0.048,2,96,84
initial,adversarial_all,undetect_all,0.862,0.048,2,96,84
initial,adversarial_all,undetect_benign,0.862,0.048,2,96,84
initial,adversarial_all,msf_all,0.862,2,0.053,96,58
initial,adversarial_all,msf_benign,0.862,2,0.081,96,61
initial,adversarial_all,undetect_all,0.862,2,0.016,96,63
initial,adversarial_all,undetect_benign,0.862,2,0.275,96,58
initial,adversarial_all,msf_all,0.88,0.028,2,96,87
initial,adversarial_all,msf_benign,0.88,0.028,2,96,87
initial,adversarial_all,undetect_all,0.88,0.028,2,96,87
initial,adversarial_all,undetect_benign,0.88,0.028,2,96,87
initial,adversarial_all,msf_all,0.88,0.048,0.053,96,84
initial,adversarial_all,msf_benign,0.88,0.048,0.081,96,84
initial,adversarial_all,undetect_all,0.88,0.048,0.016,96,86
initial,adversarial_all,undetect_benign,0.88,0.048,0.275,96,84
initial,adversarial_all,msf_all,0.88,2,0.041,96,57
initial,adversarial_all,msf_benign,0.88,2,0.066,96,61
initial,adversarial_all,undetect_all,0.88,2,0.013,96,64
initial,adversarial_all,undetect_benign,0.88,2,0.256,96,57
initial,adversarial_all,msf_all,0.898,0.021,2,96,88
initial,adversarial_all,msf_benign,0.898,0.021,2,96,88
initial,adversarial_all,undetect_all,0.898,0.021,2,96,88
initial,adversarial_all,undetect_benign,0.898,0.021,2,96,88
initial,adversarial_all,msf_all,0.898,0.028,0.053,96,87
initial,adversarial_all,msf_benign,0.898,0.028,0.081,96,87
initial,adversarial_all,undetect_all,0.898,0.028,0.016,96,89
initial,adversarial_all,undetect_benign,0.898,0.028,0.275,96,87
initial,adversarial_all,msf_all,0.898,0.048,0.041,96,84
initial,adversarial_all,msf_benign,0.898,0.048,0.066,96,85
initial,adversarial_all,undetect_all,0.898,0.048,0.013,96,86
initial,adversarial_all,undetect_benign,0.898,0.048,0.256,96,84
initial,adversarial_all,msf_all,0.898,2,0.034,96,58
initial,adversarial_all,msf_benign,0.898,2,0.059,96,61
initial,adversarial_all,undetect_all,0.898,2,0.012,96,64
initial,adversarial_all,undetect_benign,0.898,2,0.24,96,57
initial,adversarial_all,msf_all,0.908,0.017,2,96,89
initial,adversarial_all,msf_benign,0.908,0.017,2,96,89
initial,adversarial_all,undetect_all,0.908,0.017,2,96,89
initial,adversarial_all,undetect_benign,0.908,0.017,2,96,89
initial,adversarial_all,msf_all,0.908,0.021,0.053,96,88
initial,adversarial_all,msf_benign,0.908,0.021,0.081,96,88
initial,adversarial_all,undetect_all,0.908,0.021,0.016,96,90
initial,adversarial_all,undetect_benign,0.908,0.021,0.275,96,88
initial,adversarial_all,msf_all,0.908,0.028,0.041,96,87
initial,adversarial_all,msf_benign,0.908,0.028,0.066,96,87
initial,adversarial_all,undetect_all,0.908,0.028,0.013,96,89
initial,adversarial_all,undetect_benign,0.908,0.028,0.256,96,87
initial,adversarial_all,msf_all,0.908,0.048,0.034,96,84
initial,adversarial_all,msf_benign,0.908,0.048,0.059,96,85
initial,adversarial_all,undetect_all,0.908,0.048,0.012,96,86
initial,adversarial_all,undetect_benign,0.908,0.048,0.24,96,84
initial,adversarial_all,msf_all,0.908,2,0.03,96,57
initial,adversarial_all,msf_benign,0.908,2,0.056,96,61
initial,adversarial_all,undetect_all,0.908,2,0.01,96,64
initial,adversarial_all,undetect_benign,0.908,2,0.234,96,57
initial,adversarial_all,msf_all,0.921,0.013,2,96,89
initial,adversarial_all,msf_benign,0.921,0.013,2,96,89
initial,adversarial_all,undetect_all,0.921,0.013,2,96,89
initial,adversarial_all,undetect_benign,0.921,0.013,2,96,89
initial,adversarial_all,msf_all,0.921,0.017,0.053,96,88
initial,adversarial_all,msf_benign,0.921,0.017,0.081,96,89
initial,adversarial_all,undetect_all,0.921,0.017,0.016,96,91
initial,adversarial_all,undetect_benign,0.921,0.017,0.275,96,88
initial,adversarial_all,msf_all,0.921,0.021,0.041,96,88
initial,adversarial_all,msf_benign,0.921,0.021,0.066,96,88
initial,adversarial_all,undetect_all,0.921,0.021,0.013,96,90
initial,adversarial_all,undetect_benign,0.921,0.021,0.256,96,88
initial,adversarial_all,msf_all,0.921,0.028,0.034,96,86
initial,adversarial_all,msf_benign,0.921,0.028,0.059,96,87
initial,adversarial_all,undetect_all,0.921,0.028,0.012,96,88
initial,adversarial_all,undetect_benign,0.921,0.028,0.24,96,86
initial,adversarial_all,msf_all,0.921,0.048,0.03,96,84
initial,adversarial_all,msf_benign,0.921,0.048,0.056,96,84
initial,adversarial_all,undetect_all,0.921,0.048,0.01,96,86
initial,adversarial_all,undetect_benign,0.921,0.048,0.234,96,84
initial,adversarial_all,msf_all,0.921,2,0.028,96,57
initial,adversarial_all,msf_benign,0.921,2,0.053,96,61
initial,adversarial_all,undetect_all,0.921,2,0.01,96,64
initial,adversarial_all,undetect_benign,0.921,2,0.234,96,56
initial,adversarial_all,msf_all,0.932,0.011,2,96,90
initial,adversarial_all,msf_benign,0.932,0.011,2,96,90
initial,adversarial_all,undetect_all,0.932,0.011,2,96,90
initial,adversarial_all,undetect_benign,0.932,0.011,2,96,90
initial,adversarial_all,msf_all,0.932,0.013,0.053,96,89
initial,adversarial_all,msf_benign,0.932,0.013,0.081,96,89
initial,adversarial_all,undetect_all,0.932,0.013,0.016,96,91
initial,adversarial_all,undetect_benign,0.932,0.013,0.275,96,89
initial,adversarial_all,msf_all,0.932,0.017,0.041,96,88
initial,adversarial_all,msf_benign,0.932,0.017,0.066,96,89
initial,adversarial_all,undetect_all,0.932,0.017,0.013,96,90
initial,adversarial_all,undetect_benign,0.932,0.017,0.256,96,88
initial,adversarial_all,msf_all,0.932,0.021,0.034,96,88
initial,adversarial_all,msf_benign,0.932,0.021,0.059,96,88
initial,adversarial_all,undetect_all,0.932,0.021,0.012,96,90
initial,adversarial_all,undetect_benign,0.932,0.021,0.24,96,88
initial,adversarial_all,msf_all,0.932,0.028,0.03,96,86
initial,adversarial_all,msf_benign,0.932,0.028,0.056,96,87
initial,adversarial_all,undetect_all,0.932,0.028,0.01,96,88
initial,adversarial_all,undetect_benign,0.932,0.028,0.234,96,86
initial,adversarial_all,msf_all,0.932,0.048,0.028,96,84
initial,adversarial_all,msf_benign,0.932,0.048,0.053,96,84
initial,adversarial_all,undetect_all,0.932,0.048,0.01,96,86
initial,adversarial_all,undetect_benign,0.932,0.048,0.234,96,84
initial,adversarial_all,msf_all,0.932,2,0.025,96,57
initial,adversarial_all,msf_benign,0.932,2,0.05,96,61
initial,adversarial_all,undetect_all,0.932,2,0.009,95,63
initial,adversarial_all,undetect_benign,0.932,2,0.234,96,56
initial,adversarial_all,msf_all,0.944,0.01,2,95,90
initial,adversarial_all,msf_benign,0.944,0.01,2,95,90
initial,adversarial_all,undetect_all,0.944,0.01,2,95,90
initial,adversarial_all,undetect_benign,0.944,0.01,2,95,90
initial,adversarial_all,msf_all,0.944,0.011,0.053,95,89
initial,adversarial_all,msf_benign,0.944,0.011,0.081,95,90
initial,adversarial_all,undetect_all,0.944,0.011,0.016,95,92
initial,adversarial_all,undetect_benign,0.944,0.011,0.275,95,89
initial,adversarial_all,msf_all,0.944,0.013,0.041,95,89
initial,adversarial_all,msf_benign,0.944,0.013,0.066,95,89
initial,adversarial_all,undetect_all,0.944,0.013,0.013,95,91
initial,adversarial_all,undetect_benign,0.944,0.013,0.256,95,89
initial,adversarial_all,msf_all,0.944,0.017,0.034,95,88
initial,adversarial_all,msf_benign,0.944,0.017,0.059,95,89
initial,adversarial_all,undetect_all,0.944,0.017,0.012,95,90
initial,adversarial_all,undetect_benign,0.944,0.017,0.24,95,88
initial,adversarial_all,msf_all,0.944,0.021,0.03,95,88
initial,adversarial_all,msf_benign,0.944,0.021,0.056,95,88
initial,adversarial_all,undetect_all,0.944,0.021,0.01,95,90
initial,adversarial_all,undetect_benign,0.944,0.021,0.234,95,87
initial,adversarial_all,msf_all,0.944,0.028,0.028,95,86
initial,adversarial_all,msf_benign,0.944,0.028,0.053,95,87
initial,adversarial_all,undetect_all,0.944,0.028,0.01,95,88
initial,adversarial_all,undetect_benign,0.944,0.028,0.234,95,86
initial,adversarial_all,msf_all,0.944,0.048,0.025,95,83
initial,adversarial_all,msf_benign,0.944,0.048,0.05,95,85
initial,adversarial_all,undetect_all,0.944,0.048,0.009,95,85
initial,adversarial_all,undetect_benign,0.944,0.048,0.234,95,83
initial,adversarial_all,msf_all,0.944,2,0.024,95,56
initial,adversarial_all,msf_benign,0.944,2,0.048,95,61
initial,adversarial_all,undetect_all,0.944,2,0.009,95,64
initial,adversarial_all,undetect_benign,0.944,2,0.234,95,55
initial,adversarial_all,msf_all,0.955,0.009,2,95,90
initial,adversarial_all,msf_benign,0.955,0.009,2,95,90
initial,adversarial_all,undetect_all,0.955,0.009,2,95,90
initial,adversarial_all,undetect_benign,0.955,0.009,2,95,90
initial,adversarial_all,msf_all,0.955,0.01,0.053,95,89
initial,adversarial_all,msf_benign,0.955,0.01,0.081,95,90
initial,adversarial_all,undetect_all,0.955,0.01,0.016,95,92
initial,adversarial_all,undetect_benign,0.955,0.01,0.275,95,89
initial,adversarial_all,msf_all,0.955,0.011,0.041,95,89
initial,adversarial_all,msf_benign,0.955,0.011,0.066,95,90
initial,adversarial_all,undetect_all,0.955,0.011,0.013,95,91
initial,adversarial_all,undetect_benign,0.955,0.011,0.256,95,89
initial,adversarial_all,msf_all,0.955,0.013,0.034,95,89
initial,adversarial_all,msf_benign,0.955,0.013,0.059,95,89
initial,adversarial_all,undetect_all,0.955,0.013,0.012,95,91
initial,adversarial_all,undetect_benign,0.955,0.013,0.24,95,89
initial,adversarial_all,msf_all,0.955,0.017,0.03,95,88
initial,adversarial_all,msf_benign,0.955,0.017,0.056,95,89
initial,adversarial_all,undetect_all,0.955,0.017,0.01,95,90
initial,adversarial_all,undetect_benign,0.955,0.017,0.234,95,88
initial,adversarial_all,msf_all,0.955,0.021,0.028,95,87
initial,adversarial_all,msf_benign,0.955,0.021,0.053,95,88
initial,adversarial_all,undetect_all,0.955,0.021,0.01,95,89
initial,adversarial_all,undetect_benign,0.955,0.021,0.234,95,87
initial,adversarial_all,msf_all,0.955,0.028,0.025,95,86
initial,adversarial_all,msf_benign,0.955,0.028,0.05,95,87
initial,adversarial_all,undetect_all,0.955,0.028,0.009,95,88
initial,adversarial_all,undetect_benign,0.955,0.028,0.234,95,86
initial,adversarial_all,msf_all,0.955,0.048,0.024,95,83
initial,adversarial_all,msf_benign,0.955,0.048,0.048,95,85
initial,adversarial_all,undetect_all,0.955,0.048,0.009,95,85
initial,adversarial_all,undetect_benign,0.955,0.048,0.234,95,83
initial,adversarial_all,msf_all,0.955,2,0.024,95,56
initial,adversarial_all,msf_benign,0.955,2,0.045,95,63
initial,adversarial_all,undetect_all,0.955,2,0.008,95,63
initial,adversarial_all,undetect_benign,0.955,2,0.234,95,55
initial,adversarial_all,msf_all,0.964,0.008,2,95,90
initial,adversarial_all,msf_benign,0.964,0.008,2,95,90
initial,adversarial_all,undetect_all,0.964,0.008,2,95,90
initial,adversarial_all,undetect_benign,0.964,0.008,2,95,90
initial,adversarial_all,msf_all,0.964,0.009,0.053,95,90
initial,adversarial_all,msf_benign,0.964,0.009,0.081,95,90
initial,adversarial_all,undetect_all,0.964,0.009,0.016,95,92
initial,adversarial_all,undetect_benign,0.964,0.009,0.275,95,90
initial,adversarial_all,msf_all,0.964,0.01,0.041,95,89
initial,adversarial_all,msf_benign,0.964,0.01,0.066,95,90
initial,adversarial_all,undetect_all,0.964,0.01,0.013,95,91
initial,adversarial_all,undetect_benign,0.964,0.01,0.256,95,89
initial,adversarial_all,msf_all,0.964,0.011,0.034,95,89
initial,adversarial_all,msf_benign,0.964,0.011,0.059,95,90
initial,adversarial_all,undetect_all,0.964,0.011,0.012,95,91
initial,adversarial_all,undetect_benign,0.964,0.011,0.24,95,89
initial,adversarial_all,msf_all,0.964,0.013,0.03,95,89
initial,adversarial_all,msf_benign,0.964,0.013,0.056,95,89
initial,adversarial_all,undetect_all,0.964,0.013,0.01,95,91
initial,adversarial_all,undetect_benign,0.964,0.013,0.234,95,89
initial,adversarial_all,msf_all,0.964,0.017,0.028,95,88
initial,adversarial_all,msf_benign,0.964,0.017,0.053,95,89
initial,adversarial_all,undetect_all,0.964,0.017,0.01,95,90
initial,adversarial_all,undetect_benign,0.964,0.017,0.234,95,88
initial,adversarial_all,msf_all,0.964,0.021,0.025,95,87
initial,adversarial_all,msf_benign,0.964,0.021,0.05,95,88
initial,adversarial_all,undetect_all,0.964,0.021,0.009,95,89
initial,adversarial_all,undetect_benign,0.964,0.021,0.234,95,87
initial,adversarial_all,msf_all,0.964,0.028,0.024,95,86
initial,adversarial_all,msf_benign,0.964,0.028,0.048,95,86
initial,adversarial_all,undetect_all,0.964,0.028,0.009,95,88
initial,adversarial_all,undetect_benign,0.964,0.028,0.234,95,85
initial,adversarial_all,msf_all,0.964,0.048,0.024,95,83
initial,adversarial_all,msf_benign,0.964,0.048,0.045,95,86
initial,adversarial_all,undetect_all,0.964,0.048,0.008,95,85
initial,adversarial_all,undetect_benign,0.964,0.048,0.234,95,83
initial,adversarial_all,msf_all,0.964,2,0.022,95,56
initial,adversarial_all,msf_benign,0.964,2,0.043,95,64
initial,adversarial_all,undetect_all,0.964,2,0.008,95,63
initial,adversarial_all,undetect_benign,0.964,2,0.234,95,54
initial,adversarial_all,msf_all,0.971,0.007,2,95,90
initial,adversarial_all,msf_benign,0.971,0.007,2,95,90
initial,adversarial_all,undetect_all,0.971,0.007,2,95,90
initial,adversarial_all,undetect_benign,0.971,0.007,2,95,90
initial,adversarial_all,msf_all,0.971,0.008,0.053,95,90
initial,adversarial_all,msf_benign,0.971,0.008,0.081,95,90
initial,adversarial_all,undetect_all,0.971,0.008,0.016,95,92
initial,adversarial_all,undetect_benign,0.971,0.008,0.275,95,90
initial,adversarial_all,msf_all,0.971,0.009,0.041,95,89
initial,adversarial_all,msf_benign,0.971,0.009,0.066,95,90
initial,adversarial_all,undetect_all,0.971,0.009,0.013,95,91
initial,adversarial_all,undetect_benign,0.971,0.009,0.256,95,89
initial,adversarial_all,msf_all,0.971,0.01,0.034,95,89
initial,adversarial_all,msf_benign,0.971,0.01,0.059,95,89
initial,adversarial_all,undetect_all,0.971,0.01,0.012,95,91
initial,adversarial_all,undetect_benign,0.971,0.01,0.24,95,89
initial,adversarial_all,msf_all,0.971,0.011,0.03,95,89
initial,adversarial_all,msf_benign,0.971,0.011,0.056,95,89
initial,adversarial_all,undetect_all,0.971,0.011,0.01,95,91
initial,adversarial_all,undetect_benign,0.971,0.011,0.234,95,89
initial,adversarial_all,msf_all,0.971,0.013,0.028,95,88
initial,adversarial_all,msf_benign,0.971,0.013,0.053,95,89
initial,adversarial_all,undetect_all,0.971,0.013,0.01,95,90
initial,adversarial_all,undetect_benign,0.971,0.013,0.234,95,88
initial,adversarial_all,msf_all,0.971,0.017,0.025,95,87
initial,adversarial_all,msf_benign,0.971,0.017,0.05,95,88
initial,adversarial_all,undetect_all,0.971,0.017,0.009,95,89
initial,adversarial_all,undetect_benign,0.971,0.017,0.234,95,87
initial,adversarial_all,msf_all,0.971,0.021,0.024,95,87
initial,adversarial_all,msf_benign,0.971,0.021,0.048,95,88
initial,adversarial_all,undetect_all,0.971,0.021,0.009,95,89
initial,adversarial_all,undetect_benign,0.971,0.021,0.234,95,87
initial,adversarial_all,msf_all,0.971,0.028,0.024,95,85
initial,adversarial_all,msf_benign,0.971,0.028,0.045,95,88
initial,adversarial_all,undetect_all,0.971,0.028,0.008,95,87
initial,adversarial_all,undetect_benign,0.971,0.028,0.234,95,85
initial,adversarial_all,msf_all,0.971,0.048,0.022,95,82
initial,adversarial_all,msf_benign,0.971,0.048,0.043,95,86
initial,adversarial_all,undetect_all,0.971,0.048,0.008,95,84
initial,adversarial_all,undetect_benign,0.971,0.048,0.234,95,82
initial,adversarial_all,msf_all,0.971,2,0.021,95,55
initial,adversarial_all,msf_benign,0.971,2,0.042,95,63
initial,adversarial_all,undetect_all,0.971,2,0.008,95,62
initial,adversarial_all,undetect_benign,0.971,2,0.234,95,53
initial,adversarial_all,msf_all,0.98,0.007,2,94,90
initial,adversarial_all,msf_benign,0.98,0.007,2,94,90
initial,adversarial_all,undetect_all,0.98,0.007,2,94,90
initial,adversarial_all,undetect_benign,0.98,0.007,2,94,90
initial,adversarial_all,msf_all,0.98,0.007,0.053,94,90
initial,adversarial_all,msf_benign,0.98,0.007,0.081,95,90
initial,adversarial_all,undetect_all,0.98,0.007,0.016,94,92
initial,adversarial_all,undetect_benign,0.98,0.007,0.275,95,90
initial,adversarial_all,msf_all,0.98,0.008,0.041,94,89
initial,adversarial_all,msf_benign,0.98,0.008,0.066,95,90
initial,adversarial_all,undetect_all,0.98,0.008,0.013,94,92
initial,adversarial_all,undetect_benign,0.98,0.008,0.256,95,89
initial,adversarial_all,msf_all,0.98,0.009,0.034,94,89
initial,adversarial_all,msf_benign,0.98,0.009,0.059,95,89
initial,adversarial_all,undetect_all,0.98,0.009,0.012,94,91
initial,adversarial_all,undetect_benign,0.98,0.009,0.24,95,89
initial,adversarial_all,msf_all,0.98,0.01,0.03,94,89
initial,adversarial_all,msf_benign,0.98,0.01,0.056,95,89
initial,adversarial_all,undetect_all,0.98,0.01,0.01,94,91
initial,adversarial_all,undetect_benign,0.98,0.01,0.234,95,89
initial,adversarial_all,msf_all,0.98,0.011,0.028,94,89
initial,adversarial_all,msf_benign,0.98,0.011,0.053,95,89
initial,adversarial_all,undetect_all,0.98,0.011,0.01,94,91
initial,adversarial_all,undetect_benign,0.98,0.011,0.234,95,88
initial,adversarial_all,msf_all,0.98,0.013,0.025,94,88
initial,adversarial_all,msf_benign,0.98,0.013,0.05,95,89
initial,adversarial_all,undetect_all,0.98,0.013,0.009,94,90
initial,adversarial_all,undetect_benign,0.98,0.013,0.234,94,88
initial,adversarial_all,msf_all,0.98,0.017,0.024,94,87
initial,adversarial_all,msf_benign,0.98,0.017,0.048,95,88
initial,adversarial_all,undetect_all,0.98,0.017,0.009,94,89
initial,adversarial_all,undetect_benign,0.98,0.017,0.234,94,87
initial,adversarial_all,msf_all,0.98,0.021,0.024,94,86
initial,adversarial_all,msf_benign,0.98,0.021,0.045,95,89
initial,adversarial_all,undetect_all,0.98,0.021,0.008,94,88
initial,adversarial_all,undetect_benign,0.98,0.021,0.234,94,86
initial,adversarial_all,msf_all,0.98,0.028,0.022,94,85
initial,adversarial_all,msf_benign,0.98,0.028,0.043,95,88
initial,adversarial_all,undetect_all,0.98,0.028,0.008,94,87
initial,adversarial_all,undetect_benign,0.98,0.028,0.234,94,84
initial,adversarial_all,msf_all,0.98,0.048,0.021,94,82
initial,adversarial_all,msf_benign,0.98,0.048,0.042,95,86
initial,adversarial_all,undetect_all,0.98,0.048,0.008,94,83
initial,adversarial_all,undetect_benign,0.98,0.048,0.234,94,81
initial,adversarial_all,msf_all,0.98,2,0.021,94,53
initial,adversarial_all,msf_benign,0.98,2,0.04,95,63
initial,adversarial_all,undetect_all,0.98,2,0.008,94,61
initial,adversarial_all,undetect_benign,0.98,2,0.234,94,51
initial,adversarial_all,msf_all,0.986,0.006,2,94,90
initial,adversarial_all,msf_benign,0.986,0.006,2,94,90
initial,adversarial_all,undetect_all,0.986,0.006,2,94,90
initial,adversarial_all,undetect_benign,0.986,0.006,2,94,90
initial,adversarial_all,msf_all,0.986,0.007,0.053,94,90
initial,adversarial_all,msf_benign,0.986,0.007,0.081,94,90
initial,adversarial_all,undetect_all,0.986,0.007,0.016,94,92
initial,adversarial_all,undetect_benign,0.986,0.007,0.275,94,90
initial,adversarial_all,msf_all,0.986,0.007,0.041,94,90
initial,adversarial_all,msf_benign,0.986,0.007,0.066,94,90
initial,adversarial_all,undetect_all,0.986,0.007,0.013,94,92
initial,adversarial_all,undetect_benign,0.986,0.007,0.256,94,90
initial,adversarial_all,msf_all,0.986,0.008,0.034,94,89
initial,adversarial_all,msf_benign,0.986,0.008,0.059,94,90
initial,adversarial_all,undetect_all,0.986,0.008,0.012,94,92
initial,adversarial_all,undetect_benign,0.986,0.008,0.24,94,89
initial,adversarial_all,msf_all,0.986,0.009,0.03,94,89
initial,adversarial_all,msf_benign,0.986,0.009,0.056,94,90
initial,adversarial_all,undetect_all,0.986,0.009,0.01,94,91
initial,adversarial_all,undetect_benign,0.986,0.009,0.234,94,89
initial,adversarial_all,msf_all,0.986,0.01,0.028,94,89
initial,adversarial_all,msf_benign,0.986,0.01,0.053,94,89
initial,adversarial_all,undetect_all,0.986,0.01,0.01,94,91
initial,adversarial_all,undetect_benign,0.986,0.01,0.234,94,89
initial,adversarial_all,msf_all,0.986,0.011,0.025,94,89
initial,adversarial_all,msf_benign,0.986,0.011,0.05,94,89
initial,adversarial_all,undetect_all,0.986,0.011,0.009,94,91
initial,adversarial_all,undetect_benign,0.986,0.011,0.234,94,88
initial,adversarial_all,msf_all,0.986,0.013,0.024,94,88
initial,adversarial_all,msf_benign,0.986,0.013,0.048,94,88
initial,adversarial_all,undetect_all,0.986,0.013,0.009,94,90
initial,adversarial_all,undetect_benign,0.986,0.013,0.234,94,88
initial,adversarial_all,msf_all,0.986,0.017,0.024,94,87
initial,adversarial_all,msf_benign,0.986,0.017,0.045,94,90
initial,adversarial_all,undetect_all,0.986,0.017,0.008,94,89
initial,adversarial_all,undetect_benign,0.986,0.017,0.234,94,87
initial,adversarial_all,msf_all,0.986,0.021,0.022,94,86
initial,adversarial_all,msf_benign,0.986,0.021,0.043,94,89
initial,adversarial_all,undetect_all,0.986,0.021,0.008,94,88
initial,adversarial_all,undetect_benign,0.986,0.021,0.234,94,86
initial,adversarial_all,msf_all,0.986,0.028,0.021,94,84
initial,adversarial_all,msf_benign,0.986,0.028,0.042,94,87
initial,adversarial_all,undetect_all,0.986,0.028,0.008,94,86
initial,adversarial_all,undetect_benign,0.986,0.028,0.234,94,84
initial,adversarial_all,msf_all,0.986,0.048,0.021,94,81
initial,adversarial_all,msf_benign,0.986,0.048,0.04,94,85
initial,adversarial_all,undetect_all,0.986,0.048,0.008,94,83
initial,adversarial_all,undetect_benign,0.986,0.048,0.234,94,81
initial,adversarial_all,msf_all,0.986,2,0.02,94,53
initial,adversarial_all,msf_benign,0.986,2,0.04,94,62
initial,adversarial_all,undetect_all,0.986,2,0.007,94,60
initial,adversarial_all,undetect_benign,0.986,2,0.234,94,50
initial,adversarial_all,msf_all,0.99,0.006,2,94,90
initial,adversarial_all,msf_benign,0.99,0.006,2,94,90
initial,adversarial_all,undetect_all,0.99,0.006,2,94,90
initial,adversarial_all,undetect_benign,0.99,0.006,2,94,90
initial,adversarial_all,msf_all,0.99,0.006,0.053,94,90
initial,adversarial_all,msf_benign,0.99,0.006,0.081,94,90
initial,adversarial_all,undetect_all,0.99,0.006,0.016,94,92
initial,adversarial_all,undetect_benign,0.99,0.006,0.275,94,90
initial,adversarial_all,msf_all,0.99,0.007,0.041,94,90
initial,adversarial_all,msf_benign,0.99,0.007,0.066,94,90
initial,adversarial_all,undetect_all,0.99,0.007,0.013,94,92
initial,adversarial_all,undetect_benign,0.99,0.007,0.256,94,90
initial,adversarial_all,msf_all,0.99,0.007,0.034,94,90
initial,adversarial_all,msf_benign,0.99,0.007,0.059,94,90
initial,adversarial_all,undetect_all,0.99,0.007,0.012,94,92
initial,adversarial_all,undetect_benign,0.99,0.007,0.24,94,90
initial,adversarial_all,msf_all,0.99,0.008,0.03,94,89
initial,adversarial_all,msf_benign,0.99,0.008,0.056,94,90
initial,adversarial_all,undetect_all,0.99,0.008,0.01,94,91
initial,adversarial_all,undetect_benign,0.99,0.008,0.234,94,89
initial,adversarial_all,msf_all,0.99,0.009,0.028,94,89
initial,adversarial_all,msf_benign,0.99,0.009,0.053,94,90
initial,adversarial_all,undetect_all,0.99,0.009,0.01,94,91
initial,adversarial_all,undetect_benign,0.99,0.009,0.234,94,89
initial,adversarial_all,msf_all,0.99,0.01,0.025,94,89
initial,adversarial_all,msf_benign,0.99,0.01,0.05,94,89
initial,adversarial_all,undetect_all,0.99,0.01,0.009,94,91
initial,adversarial_all,undetect_benign,0.99,0.01,0.234,94,88
initial,adversarial_all,msf_all,0.99,0.011,0.024,94,88
initial,adversarial_all,msf_benign,0.99,0.011,0.048,94,89
initial,adversarial_all,undetect_all,0.99,0.011,0.009,94,90
initial,adversarial_all,undetect_benign,0.99,0.011,0.234,94,88
initial,adversarial_all,msf_all,0.99,0.013,0.024,94,88
initial,adversarial_all,msf_benign,0.99,0.013,0.045,94,90
initial,adversarial_all,undetect_all,0.99,0.013,0.008,94,90
initial,adversarial_all,undetect_benign,0.99,0.013,0.234,94,87
initial,adversarial_all,msf_all,0.99,0.017,0.022,94,87
initial,adversarial_all,msf_benign,0.99,0.017,0.043,94,90
initial,adversarial_all,undetect_all,0.99,0.017,0.008,94,89
initial,adversarial_all,undetect_benign,0.99,0.017,0.234,94,87
initial,adversarial_all,msf_all,0.99,0.021,0.021,94,86
initial,adversarial_all,msf_benign,0.99,0.021,0.042,94,89
initial,adversarial_all,undetect_all,0.99,0.021,0.008,94,88
initial,adversarial_all,undetect_benign,0.99,0.021,0.234,94,86
initial,adversarial_all,msf_all,0.99,0.028,0.021,94,84
initial,adversarial_all,msf_benign,0.99,0.028,0.04,94,87
initial,adversarial_all,undetect_all,0.99,0.028,0.008,94,86
initial,adversarial_all,undetect_benign,0.99,0.028,0.234,94,84
initial,adversarial_all,msf_all,0.99,0.048,0.02,94,81
initial,adversarial_all,msf_benign,0.99,0.048,0.04,94,85
initial,adversarial_all,undetect_all,0.99,0.048,0.007,94,83
initial,adversarial_all,undetect_benign,0.99,0.048,0.234,94,81
initial,adversarial_all,msf_all,0.99,2,0.02,94,52
initial,adversarial_all,msf_benign,0.99,2,0.039,94,62
initial,adversarial_all,undetect_all,0.99,2,0.007,94,60
initial,adversarial_all,undetect_benign,0.99,2,0.234,94,50
initial,adversarial_all,msf_all,0.993,0.006,2,93,91
initial,adversarial_all,msf_benign,0.993,0.006,2,93,91
initial,adversarial_all,undetect_all,0.993,0.006,2,93,91
initial,adversarial_all,undetect_benign,0.993,0.006,2,93,91
initial,adversarial_all,msf_all,0.993,0.006,0.053,93,90
initial,adversarial_all,msf_benign,0.993,0.006,0.081,94,90
initial,adversarial_all,undetect_all,0.993,0.006,0.016,93,92
initial,adversarial_all,undetect_benign,0.993,0.006,0.275,93,90
initial,adversarial_all,msf_all,0.993,0.006,0.041,93,90
initial,adversarial_all,msf_benign,0.993,0.006,0.066,94,90
initial,adversarial_all,undetect_all,0.993,0.006,0.013,93,92
initial,adversarial_all,undetect_benign,0.993,0.006,0.256,93,90
initial,adversarial_all,msf_all,0.993,0.007,0.034,93,90
initial,adversarial_all,msf_benign,0.993,0.007,0.059,94,90
initial,adversarial_all,undetect_all,0.993,0.007,0.012,93,92
initial,adversarial_all,undetect_benign,0.993,0.007,0.24,93,90
initial,adversarial_all,msf_all,0.993,0.007,0.03,93,90
initial,adversarial_all,msf_benign,0.993,0.007,0.056,94,90
initial,adversarial_all,undetect_all,0.993,0.007,0.01,93,92
initial,adversarial_all,undetect_benign,0.993,0.007,0.234,93,90
initial,adversarial_all,msf_all,0.993,0.008,0.028,93,89
initial,adversarial_all,msf_benign,0.993,0.008,0.053,94,90
initial,adversarial_all,undetect_all,0.993,0.008,0.01,93,91
